FAMA-REAL-FM-18.xml , 44 , 5.568156E7 , 250
jcl_graph , sql , 9323424.0 , 250
jcl_graph , static , 3724704.0 , 78
jcl_graph , statistics_page , 1.24416E7 , 265
jcl_graph , subsystem_graph , 7459776.0 , 93
jcl_graph , subsystem_page , 7464960.0 , 250
jcl_graph , subsystems , 1.4919552E7 , 94
jcl_graph , version_mngt , 1.2433824E7 , 249
jcl_graph , visualizations , 1.8646848E7 , 78
jcl_graph , with_history , 6220800.0 , 250
jcl_graph , without_history , 6220800.0 , 78
language_analysis , localization , 5.568156E7 , 265
language_analysis , main_pages , 5.568156E7 , 78
language_analysis , microfocus_cobol , 2.4862464E7 , 250
language_analysis , mysql , 1.856052E7 , 93
language_analysis , oracle , 1.856052E7 , 250
language_analysis , overview_graph , 2.784078E7 , 78
language_analysis , parameters_section , 2.7864E7 , 249
language_analysis , perform_graph , 2.4862464E7 , 94
language_analysis , presentation , 5.568156E7 , 234
language_analysis , program_page , 5.15484E7 , 94
language_analysis , progress , 2.7970272E7 , 234
language_analysis , search_page , 2.22912E7 , 93
language_analysis , source_difference , 1.8576E7 , 250
language_analysis , source_page , 2.7864E7 , 109
language_analysis , sql , 2.7970272E7 , 234
language_analysis , static , 1.112238E7 , 94
language_analysis , statistics_page , 3.7152E7 , 234
language_analysis , subsystem_graph , 2.227572E7 , 93
language_analysis , subsystem_page , 2.22912E7 , 250
language_analysis , subsystems , 4.455144E7 , 93
language_analysis , version_mngt , 3.712878E7 , 250
language_analysis , visualizations , 5.2030224E7 , 94
language_analysis , with_history , 1.8576E7 , 234
language_analysis , without_history , 1.8576E7 , 93
localization , main_pages , 5.568156E7 , 250
localization , microfocus_cobol , 2.4862464E7 , 109
localization , mysql , 1.856052E7 , 250
localization , oracle , 1.856052E7 , 93
localization , overview_graph , 2.784078E7 , 234
localization , parameters_section , 2.7864E7 , 93
localization , perform_graph , 2.4862464E7 , 250
localization , presentation , 5.568156E7 , 94
localization , program_page , 5.15484E7 , 249
localization , progress , 2.7970272E7 , 94
localization , search_page , 2.22912E7 , 249
localization , source_difference , 1.8576E7 , 94
localization , source_page , 2.7864E7 , 249
localization , sql , 2.7970272E7 , 94
localization , static , 1.112238E7 , 249
localization , statistics_page , 3.7152E7 , 94
localization , subsystem_graph , 2.227572E7 , 265
localization , subsystem_page , 2.22912E7 , 94
localization , subsystems , 4.455144E7 , 281
localization , version_mngt , 3.712878E7 , 93
localization , visualizations , 5.2030224E7 , 281
localization , with_history , 1.8576E7 , 94
localization , without_history , 1.8576E7 , 249
main_pages , microfocus_cobol , 2.4862464E7 , 78
main_pages , mysql , 1.856052E7 , 265
main_pages , oracle , 1.856052E7 , 78
main_pages , overview_graph , 2.784078E7 , 250
main_pages , parameters_section , 2.7864E7 , 94
main_pages , perform_graph , 2.4862464E7 , 249
main_pages , presentation , 5.568156E7 , 94
main_pages , program_page , 5.15484E7 , 249
main_pages , progress , 2.7970272E7 , 94
main_pages , search_page , 2.22912E7 , 234
main_pages , source_difference , 1.8576E7 , 94
main_pages , source_page , 2.7864E7 , 249
main_pages , sql , 2.7970272E7 , 93
main_pages , static , 1.112238E7 , 234
main_pages , statistics_page , 3.7152E7 , 94
main_pages , subsystem_graph , 2.227572E7 , 250
main_pages , subsystem_page , 2.22912E7 , 93
main_pages , subsystems , 4.455144E7 , 250
main_pages , version_mngt , 3.712878E7 , 109
main_pages , visualizations , 5.2030224E7 , 250
main_pages , with_history , 1.8576E7 , 78
main_pages , without_history , 1.8576E7 , 249
microfocus_cobol , mysql , 8287488.0 , 78
microfocus_cobol , oracle , 8287488.0 , 250
microfocus_cobol , overview_graph , 1.2431232E7 , 93
microfocus_cobol , parameters_section , 1.24416E7 , 234
microfocus_cobol , perform_graph , 1.2431232E7 , 94
microfocus_cobol , presentation , 2.4862464E7 , 234
microfocus_cobol , program_page , 2.301696E7 , 78
microfocus_cobol , progress , 1.2431232E7 , 250
microfocus_cobol , search_page , 9953280.0 , 93
microfocus_cobol , source_difference , 8294400.0 , 234
microfocus_cobol , source_page , 1.24416E7 , 94
microfocus_cobol , sql , 1.2431232E7 , 234
microfocus_cobol , static , 4966272.0 , 93
microfocus_cobol , statistics_page , 1.65888E7 , 234
microfocus_cobol , subsystem_graph , 9946368.0 , 78
microfocus_cobol , subsystem_page , 9953280.0 , 250
microfocus_cobol , subsystems , 1.9892736E7 , 94
microfocus_cobol , version_mngt , 1.6578432E7 , 234
microfocus_cobol , visualizations , 2.3619456E7 , 93
microfocus_cobol , with_history , 8294400.0 , 234
microfocus_cobol , without_history , 8294400.0 , 78
mysql , oracle , 0.0 , 250
mysql , overview_graph , 9280260.0 , 78
mysql , parameters_section , 9288000.0 , 249
mysql , perform_graph , 8287488.0 , 78
mysql , presentation , 1.856052E7 , 250
mysql , program_page , 1.71828E7 , 78
mysql , progress , 9323424.0 , 250
mysql , search_page , 7430400.0 , 93
mysql , source_difference , 6192000.0 , 250
mysql , source_page , 9288000.0 , 78
mysql , sql , 9323424.0 , 249
mysql , static , 3707460.0 , 78
mysql , statistics_page , 1.2384E7 , 250
mysql , subsystem_graph , 7425240.0 , 78
mysql , subsystem_page , 7430400.0 , 250
mysql , subsystems , 1.485048E7 , 78
mysql , version_mngt , 1.237626E7 , 249
mysql , visualizations , 1.7343408E7 , 94
mysql , with_history , 6192000.0 , 234
mysql , without_history , 6192000.0 , 93
oracle , overview_graph , 9280260.0 , 234
oracle , parameters_section , 9288000.0 , 94
oracle , perform_graph , 8287488.0 , 234
oracle , presentation , 1.856052E7 , 78
oracle , program_page , 1.71828E7 , 250
oracle , progress , 9323424.0 , 93
oracle , search_page , 7430400.0 , 234
oracle , source_difference , 6192000.0 , 78
oracle , source_page , 9288000.0 , 250
oracle , sql , 9323424.0 , 78
oracle , static , 3707460.0 , 249
oracle , statistics_page , 1.2384E7 , 94
oracle , subsystem_graph , 7425240.0 , 234
oracle , subsystem_page , 7430400.0 , 94
oracle , subsystems , 1.485048E7 , 234
oracle , version_mngt , 1.237626E7 , 93
oracle , visualizations , 1.7343408E7 , 250
oracle , with_history , 6192000.0 , 78
oracle , without_history , 6192000.0 , 249
overview_graph , parameters_section , 1.3932E7 , 78
overview_graph , perform_graph , 1.2431232E7 , 234
overview_graph , presentation , 2.784078E7 , 78
overview_graph , program_page , 2.57742E7 , 234
overview_graph , progress , 1.3985136E7 , 94
overview_graph , search_page , 1.11456E7 , 234
overview_graph , source_difference , 9288000.0 , 94
overview_graph , source_page , 1.3932E7 , 234
overview_graph , sql , 1.3985136E7 , 78
overview_graph , static , 5561190.0 , 234
overview_graph , statistics_page , 1.8576E7 , 93
overview_graph , subsystem_graph , 1.113786E7 , 234
overview_graph , subsystem_page , 1.11456E7 , 94
overview_graph , subsystems , 2.227572E7 , 234
overview_graph , version_mngt , 1.856439E7 , 78
overview_graph , visualizations , 2.784078E7 , 249
overview_graph , with_history , 9288000.0 , 78
overview_graph , without_history , 9288000.0 , 234
parameters_section , perform_graph , 1.24416E7 , 78
parameters_section , presentation , 2.7864E7 , 234
parameters_section , program_page , 2.7864E7 , 78
parameters_section , progress , 1.39968E7 , 234
parameters_section , search_page , 1.11456E7 , 94
parameters_section , source_difference , 9288000.0 , 249
parameters_section , source_page , 1.3932E7 , 78
parameters_section , sql , 1.39968E7 , 250
parameters_section , static , 5572800.0 , 78
parameters_section , statistics_page , 1.8576E7 , 249
parameters_section , subsystem_graph , 1.11456E7 , 94
parameters_section , subsystem_page , 1.11456E7 , 265
parameters_section , subsystems , 2.22912E7 , 78
parameters_section , version_mngt , 1.8576E7 , 250
parameters_section , visualizations , 2.603664E7 , 78
parameters_section , with_history , 9288000.0 , 249
parameters_section , without_history , 9288000.0 , 94
perform_graph , presentation , 2.4862464E7 , 250
perform_graph , program_page , 2.301696E7 , 93
perform_graph , progress , 1.2431232E7 , 250
perform_graph , search_page , 9953280.0 , 78
perform_graph , source_difference , 8294400.0 , 249
perform_graph , source_page , 1.24416E7 , 94
perform_graph , sql , 1.2431232E7 , 250
perform_graph , static , 4966272.0 , 109
perform_graph , statistics_page , 1.65888E7 , 249
perform_graph , subsystem_graph , 9946368.0 , 78
perform_graph , subsystem_page , 9953280.0 , 250
perform_graph , subsystems , 1.9892736E7 , 94
perform_graph , version_mngt , 1.6578432E7 , 249
perform_graph , visualizations , 2.4862464E7 , 109
perform_graph , with_history , 8294400.0 , 234
perform_graph , without_history , 8294400.0 , 94
presentation , program_page , 5.15484E7 , 250
presentation , progress , 2.7970272E7 , 93
presentation , search_page , 2.22912E7 , 250
presentation , source_difference , 1.8576E7 , 93
presentation , source_page , 2.7864E7 , 266
presentation , sql , 2.7970272E7 , 93
presentation , static , 1.112238E7 , 250
presentation , statistics_page , 3.7152E7 , 93
presentation , subsystem_graph , 2.227572E7 , 250
presentation , subsystem_page , 2.22912E7 , 78
presentation , subsystems , 4.455144E7 , 265
presentation , version_mngt , 3.712878E7 , 78
presentation , visualizations , 5.2030224E7 , 265
presentation , with_history , 1.8576E7 , 78
presentation , without_history , 1.8576E7 , 250
program_page , progress , 2.589408E7 , 94
program_page , search_page , 2.0898E7 , 234
program_page , source_difference , 1.71828E7 , 93
program_page , source_page , 2.57742E7 , 250
program_page , sql , 2.589408E7 , 78
program_page , static , 9752400.0 , 249
program_page , statistics_page , 3.43656E7 , 110
program_page , subsystem_graph , 2.061936E7 , 234
program_page , subsystem_page , 2.061936E7 , 93
program_page , subsystems , 4.123872E7 , 250
program_page , version_mngt , 3.43656E7 , 78
program_page , visualizations , 4.8167784E7 , 249
program_page , with_history , 1.71828E7 , 78
program_page , without_history , 1.71828E7 , 234
progress , search_page , 1.119744E7 , 94
progress , source_difference , 9331200.0 , 234
progress , source_page , 1.39968E7 , 93
progress , sql , 1.3985136E7 , 250
progress , static , 5587056.0 , 78
progress , statistics_page , 1.86624E7 , 265
progress , subsystem_graph , 1.1189664E7 , 78
progress , subsystem_page , 1.119744E7 , 250
progress , subsystems , 2.2379328E7 , 93
progress , version_mngt , 1.8650736E7 , 250
progress , visualizations , 2.610576E7 , 93
progress , with_history , 9331200.0 , 234
progress , without_history , 9331200.0 , 94
search_page , source_difference , 7430400.0 , 250
search_page , source_page , 1.11456E7 , 78
search_page , sql , 1.119744E7 , 249
search_page , static , 0.0 , 78
search_page , statistics_page , 1.48608E7 , 250
search_page , subsystem_graph , 8916480.0 , 93
search_page , subsystem_page , 8916480.0 , 234
search_page , subsystems , 1.783296E7 , 94
search_page , version_mngt , 1.48608E7 , 250
search_page , visualizations , 2.0829312E7 , 78
search_page , with_history , 7430400.0 , 249
search_page , without_history , 7430400.0 , 78
source_difference , source_page , 9288000.0 , 250
source_difference , sql , 9331200.0 , 78
source_difference , static , 3715200.0 , 297
source_difference , statistics_page , 1.2384E7 , 93
source_difference , subsystem_graph , 7430400.0 , 250
source_difference , subsystem_page , 7430400.0 , 156
source_difference , subsystems , 1.48608E7 , 312
source_difference , version_mngt , 1.8576E7 , 125
source_difference , visualizations , 1.735776E7 , 249
source_difference , with_history , 6192000.0 , 94
source_difference , without_history , 6192000.0 , 250
source_page , sql , 1.39968E7 , 93
source_page , static , 5572800.0 , 265
source_page , statistics_page , 1.8576E7 , 94
source_page , subsystem_graph , 1.11456E7 , 250
source_page , subsystem_page , 1.11456E7 , 93
source_page , subsystems , 2.22912E7 , 281
source_page , version_mngt , 1.8576E7 , 94
source_page , visualizations , 2.603664E7 , 280
source_page , with_history , 9288000.0 , 78
source_page , without_history , 9288000.0 , 250
sql , static , 5587056.0 , 94
sql , statistics_page , 1.86624E7 , 249
sql , subsystem_graph , 1.1189664E7 , 94
sql , subsystem_page , 1.119744E7 , 249
sql , subsystems , 2.2379328E7 , 94
sql , version_mngt , 1.8650736E7 , 250
sql , visualizations , 2.610576E7 , 93
sql , with_history , 9331200.0 , 250
sql , without_history , 9331200.0 , 78
static , statistics_page , 7430400.0 , 265
static , subsystem_graph , 4450500.0 , 78
static , subsystem_page , 4458240.0 , 250
static , subsystems , 8901000.0 , 93
static , version_mngt , 7418790.0 , 265
static , visualizations , 1.0393128E7 , 110
static , with_history , 3715200.0 , 249
static , without_history , 3715200.0 , 94
statistics_page , subsystem_graph , 1.48608E7 , 249
statistics_page , subsystem_page , 1.48608E7 , 78
statistics_page , subsystems , 2.97216E7 , 266
statistics_page , version_mngt , 2.4768E7 , 93
statistics_page , visualizations , 3.471552E7 , 281
statistics_page , with_history , 1.8576E7 , 78
statistics_page , without_history , 1.8576E7 , 250
subsystem_graph , subsystem_page , 1.11456E7 , 93
subsystem_graph , subsystems , 2.227572E7 , 250
subsystem_graph , version_mngt , 1.485306E7 , 93
subsystem_graph , visualizations , 2.227572E7 , 266
subsystem_graph , with_history , 7430400.0 , 93
subsystem_graph , without_history , 7430400.0 , 250
subsystem_page , subsystems , 2.22912E7 , 93
subsystem_page , version_mngt , 1.48608E7 , 281
subsystem_page , visualizations , 2.107296E7 , 109
subsystem_page , with_history , 7430400.0 , 234
subsystem_page , without_history , 7430400.0 , 94
subsystems , version_mngt , 2.970612E7 , 250
subsystems , visualizations , 4.2116652E7 , 93
subsystems , with_history , 1.48608E7 , 250
subsystems , without_history , 1.48608E7 , 93
version_mngt , visualizations , 3.4693992E7 , 266
version_mngt , with_history , 1.2384E7 , 78
version_mngt , without_history , 1.2384E7 , 249
visualizations , with_history , 1.735776E7 , 78
visualizations , without_history , 1.735776E7 , 265
with_history , without_history , 0.0 , 78
160444,946
